,JID,Text
1項所述之風扇，更包括一扇框，該葉
輪係軸設於該扇框內。

3711項所述之風扇，其中該扇框具有複
數個靜葉，該些靜葉與該扇框相連接。
11項所述之風扇，更包括一保護框，
其係與該扇框連結。
12項所述之風扇，其中該靜葉更包括
一迎風面，該迎風面為一不連續的平面或曲面。
有一第二主翼與一第二襟翼，各該第二襟翼係與各該第二
主翼於該靜葉的迎風面夾有一預定角度，該預定角度係大
於90度，該第二主翼與該第二襟翼係相隔一段距離設置
，該迎風面為一不連續的平面或曲面；以及一葉輪，其係
軸設於該扇框中。
27項所述之風扇，其中各該第二襟翼
與各該靜葉之軸向長度比值係小於0.75。
27項所述之風扇，更包括一保護框，
其係與該扇框連結。
如申請專利範圍第33項所述之風扇，其中該保護框具有
複數個第三襟翼，且各該第三襟翼係分別與各該第二襟翼
對應設置。
34項所述之風扇，其中該第二襟翼和
該第三襟翼係為一完整翼形。
35項所述之風扇，其中該完整翼形之
長度與各該靜葉之長度比值係小於0.75。
35項所述之風扇，其中該完整翼形係
為曲形或平板。
35項所述之風扇，其中該第二主翼與
該完整翼形之翼形不同。

3835項所述之風扇，其中該第二主翼與
該完整翼形之安裝角不同。
34項所述之風扇，其中該第三襟翼與
該第二襟翼之連接關係係為抵接、黏接、樞接或鄰接。
34項所述之風扇，其中該第三襟翼與
該第二襟翼係相隔一段距離設置。
27項所述之風扇，其中該第二襟翼係
為曲形或平板。
27項所述之風扇，其中該第二主翼與
該第二襟翼之翼形不同。
27項所述之風扇，其中該第二主翼與
該第二襟翼之安裝角不同。
，其係軸設於該扇框中；以及一保護框，其係與該扇框連
結，且該保護框具有複數個第三襟翼，各該第三襟翼係分
別與各該第二主翼係相隔一段距離對應設置，各該第二主
翼及各該第三襟翼分別組合成一扇葉，且各該第三襟翼係
分別與各該第二主翼於該扇葉的迎風面夾有一預定角度，
該預定角度係大於90度，該迎風面為一不連續的平面或
曲面。
46項所述之風扇，其中各該第三襟翼
之軸向長度與各該第二主翼及各該第三襟翼之總軸向長度
之比值係小於0.75。
46項所述之風扇，其中該第三襟翼係
為曲形或平板。
46項所述之風扇，其中該第二主翼與
該第三襟翼之翼形不同。

3946項所述之風扇，其中該第二主翼與
該第三襟翼之安裝角不同。
46項所述之風扇，其中各該第二主翼
與該第三襟翼之連接關係係為抵接、黏接、樞接或鄰接。
第一主翼與該第一襟翼係相隔一段距離設置，且該第一襟
翼係與該第一主翼於該風扇扇葉的迎風面夾有一預定角度
，該預定角度係大於90度，該迎風面為一不連續的平面
或曲面。
55項所述之風扇扇葉，其中該第一襟
翼與該風扇扇葉之軸向長度比值係小於0.75。
請專利範圍第55項所述之風扇扇葉，其中該第一主
翼與該第一襟翼具有不同翼型。
55項所述之風扇扇葉，該第一主翼與
該第一襟翼分別為一動葉。
55項所述之風扇扇葉，其中該第一襟
翼係為曲形或平板。
55項所述之風扇扇葉，其中該第一主
翼與該第一襟翼之安裝角不同。

2為西元1943年3月9日公告之美國第2313413號專
利案，其公告日係早於系爭專利申請日（即2005年8月12
日），可為系爭專利之先前技術：
2技術內容：
依證據2第2欄第21至28行及其中譯文所載，證據2為
一種軸流風扇，轉子6係預先設置二個或數個串接之扇葉
10，串接之該扇葉10係承軸向排列，且串接之該扇葉的

40後扇葉與前扇葉的位置具有少量偏移。此外，串接之該扇
51頁正
、背面、第52頁至第53頁）。
2主要圖式：
證據2圖2為剖面圖（如附圖2所示）。
4為2004年9月11日公告之我國第I220919號「散熱
扇之出風口導流構造（二）」專利案，其公告日係早於系爭
專利申請日，可為系爭專利之先前技術：
4技術內容：
依證據4之摘要所載，證據4為一種散熱扇之出風口導流
構造（二），其係於一殼體之一出風口形成一基座及數個
肋條，該基座用以承載一扇輪，該肋條輻射狀的徑向連接
於該殼體及基座之間，該每個肋條至少設有一第一徑向導
流部、一第一環狀導流部及一第二徑向導流部。該第一及
第二徑向導流部係相對該扇輪之葉片形成傾斜，及該第一
環狀導流部連接於該第一及第二徑向導流部之間。在該扇
輪運轉時，該第一徑向導流部、第一環狀導流部及第二徑
39頁背面）。
4主要圖式：
證據4第2圖為導流構造立體圖、第4圖為剖視圖（如附
圖3所示）。
5為2004年9月28日公告之美國第6796858B2號專
利案，其公告日係早於系爭專利申請日，可為系爭專利之先
前技術：
5技術內容：
依證據5第9欄第28至45行及其中譯文所載，證據5為

41一種定子扇葉與葉輪驅動軸及適用此配置的個人化船隻，
其中該葉輪202包含數個葉輪扇葉208，該數個葉輪扇葉
於該輪轂210之外周面放射狀的朝外延伸。該定子204包
含數個第一靜葉部212，該數個第一靜葉部於該定子本體
214的軸向上放射狀的朝外延伸。該定子本體係藉由該靜
葉延伸且連接於該罩體206，使該定子本體相對該罩體成
靜止狀態。一幫浦罩體216結合於相對該葉輪之該定子本
體外，該結合方式可為螺合等任何習知手段。該幫浦罩體
包含數個第二靜葉部218，該數個第二靜葉部沿一軸向上
放射狀的朝外延伸。當該幫浦罩體結合於該定子本體可界
定出數個靜葉，該數個靜葉係由第一靜葉部及第二靜葉部
14頁正、背面、第16
頁）。
5主要圖式：
證據5圖7為部分斷面圖（如附圖4所示）。
6為2002年7月18日公開之美國第2002/0000000A1
號專利案，其公開日係早於系爭專利申請日，可為系爭專利
之先前技術：
6技術內容：
依證據6第0022段中譯文所載，證據6為一種軸流風扇
結構，係包含一定子30，緊密結合該轉子20之氣流流動
方向之一側。該定子具有數個靜葉31，該數個靜葉置於
7頁背面、第
9頁背面）。
6主要圖式：
證據6圖4為部分斷面圖、圖6為空氣流動示意圖（如附
圖5所示）。

427為2004年10月5日公告之美國第6799942B1號專
利案，其公告日係早於系爭專利申請日，可為系爭專利之先
前技術：
7技術內容：
依證據7第3欄第10至21行中譯文所載，證據7為一種
複合式風扇，當該第一風扇1與第二風扇2結合時，該第
一扇框11及第二扇框21亦可結合形成一完整構件。該第
一扇框中之各第一導流葉15可與相對之各該第二導流葉
25結合以形成一連續的曲面。當該第一驅動裝置14驅動
該第一轉動葉12轉動並產生氣流時，該氣流會在通過該
第一導流葉與第二導流葉時增加氣流流量與氣壓，並藉由
與該第一轉動葉相對設置之第二轉動葉22的帶動，使增
1頁、第
2頁背面）。
7主要圖式：
證據7圖4為爆炸圖、圖5為斷面示意圖（如附圖6所示
）。
8為2000年4月21日公告之我國第388203號「扇輪
構造」專利案，其公告日係早於系爭專利申請日，可為系爭
專利之先前技術：
8之摘要所載，證據8為一種扇輪構造，主要包含
一主體、一環牆、一軸心桿、數個上扇葉及數個下扇葉。
主體設有一環牆並於其中心設有一軸心桿，並於環牆上設
有數個上扇葉及數個下扇葉。上扇葉之葉面傾斜於軸心向
，而下扇葉之葉39頁背
面）。
8主要圖式：

43證據8第9圖為分解立體圖、第11圖為斷面示意圖（如
附圖7所示）。
9為2003年3月11日公告之我國第523652號「組合
式風扇及其所使用之扇框結構」專利案，其公告日係早於系
爭專利申請日，可為系爭專利之先前技術：
9技術內容：
依證據9之摘要所載，證據9為一種組合式風扇及其所使
用之扇框結構，該組合式風扇包括至少一風扇和至少一扇
框結構，其中該扇框結構包括一第一框架；以及一第一導
流部，配置於該第一框架內，其中該第一導流部由複數個
靜葉所構成並呈徑向排列，當該至少一風扇運轉時，該複
數個靜葉可提昇該至少一風扇所產生氣流之風量與風壓並
20頁）。
9主要圖式：
證據9第三圖為扇框結構立體圖、第四圖為立體爆炸圖（
如附圖8所示）。
1、3、7、9至12、22、26、27、29、33至4
2、44至46、48、49、51至53、55、57、59、62、65及67之
更正均未違反103年專利法第67條第4項之規定：
1及直接或間接依附於系爭專利請求項1之
附屬項3、7、9至12、22、26之更正，並無違反103年專
利法第67條第4項之規定：
1更正後的內容為「一種風扇，包括：一
葉輪，具有複數個扇葉，各該扇葉具有一第一主翼與一第
一襟翼，各該第一襟翼係與各該第一主翼於該扇葉的迎風
面夾有一預定角度，該預定角度係大於90度，該第一主
翼與該第一襟翼係相隔一段距離設置，該迎風面為一不連

44續的平面或曲面。」，其中關於新增「該預定角度係大於
90度」、「該第一主翼與該第一襟翼係相隔一段距離設
置」的技術特徵，分別係就原系爭專利請求項中「預定角
度」、「第一主翼與第一襟翼關係」的進一步限定，且分
